review_id,text,rating,label,restaurant_id,text_clean,text_tokenized
3316,味道很正宗，而且有求必应，卫生做得很好，性价比很高，会再来的。,4,1,17,味道很正宗 而且有求必应 卫生做得很好 性价比很高 会再来的,味道 正宗 而且 有求必应 卫生 性价比
3317,不得不说，公司团建选的这里，分量很足，上菜速度很快，很有格调，同事们都说好！,5,1,40,不得不说 公司团建选的这里 分量很足 上菜速度很快 很有格调 同事们都说好,不得不 公司 团建 这里 分量 很足 上菜 速度 很快 格调 同事 说好
3318,讲真，环境看起来不错，实际菜很难吃，没人管，音乐很吵，中看不中用！👍,3,0,16,讲真 环境看起来不错 实际菜很难吃 没人管 音乐很吵 中看不中用,讲真 环境 看起来 不错 实际 难吃 没人管 音乐 中看 不中用
3319,这家店太让人失望了，菜品不新鲜，叫半天没人理，装修很老旧，再也不来了！推荐给大家！,2,0,22,这家店太让人失望了 菜品不新鲜 叫半天没人理 装修很老旧 再也不来了 推荐给大家,这家 失望 菜品 新鲜 半天 人理 装修 老旧 再也 不来 推荐 大家
3320,不得不说，这家店真的太好吃了，厨师水平很高，上菜速度很快，卫生做得很好，强烈推荐！,5,1,25,不得不说 这家店真的太好吃了 厨师水平很高 上菜速度很快 卫生做得很好 强烈推荐,不得不 这家 真的 好吃 厨师 水平 上菜 速度 很快 卫生 强烈推荐
3321,不得不说，这家店真的太好吃了，味道很正宗，笑容很亲切，空间很大，强烈推荐！,5,1,45,不得不说 这家店真的太好吃了 味道很正宗 笑容很亲切 空间很大 强烈推荐,不得不 这家 真的 好吃 味道 正宗 笑容 亲切 空间 很大 强烈推荐
3322,第一次来这家店，菜品很精致，上菜速度很快，座位很舒服，体验非常好！下次还会再来的！,5,1,28,第一次来这家店 菜品很精致 上菜速度很快 座位很舒服 体验非常好 下次还会再来的,第一次 这家 菜品 精致 上菜 速度 很快 座位 舒服 体验 非常 下次 还会
3323,味道超级棒，而且主动帮忙换骨碟，装修很有特色，性价比很高，会再来的。下次还会再来的！,4,1,44,味道超级棒 而且主动帮忙换骨碟 装修很有特色 性价比很高 会再来的 下次还会再来的,味道 超级 而且 主动 帮忙 换骨 装修 特色 性价比 下次 还会
3324,等了一个小时才上菜，汤底很寡淡，叫半天没人理，灯光很昏暗，太影响心情了！下次还会再来的！,2,0,46,等了一个小时才上菜 汤底很寡淡 叫半天没人理 灯光很昏暗 太影响心情了 下次还会再来的,小时 上菜 汤底 寡淡 半天 人理 灯光 昏暗 影响 心情 下次 还会
3325,不得不说，创意菜很有特色，而且服务很周到，卫生做得很好，性价比很高，会再来的。,5,1,28,不得不说 创意菜很有特色 而且服务很周到 卫生做得很好 性价比很高 会再来的,不得不 创意 特色 而且 服务 周到 卫生 性价比
3326,个人觉得，等了一个小时才上菜，口感很单一，服务很不专业，装修很老旧，太影响心情了！,2,0,27,个人觉得 等了一个小时才上菜 口感很单一 服务很不专业 装修很老旧 太影响心情了,个人 觉得 小时 上菜 口感 单一 服务 专业 装修 老旧 影响 心情
3327,讲真，等了半天终于吃上，结果创意菜很奇怪，服务员骨碟堆成山也不换，环境音乐很吵，差评！,3,0,48,讲真 等了半天终于吃上 结果创意菜很奇怪 服务员骨碟堆成山也不换 环境音乐很吵 差评,讲真 半天 终于 结果 创意 奇怪 服务员 骨碟 成山 不换 环境 音乐 差评
3328,客观评价，第一次来这家店，调味恰到好处，服务员态度特别好，灯光很温馨，体验非常好！,5,1,14,客观评价 第一次来这家店 调味恰到好处 服务员态度特别好 灯光很温馨 体验非常好,客观 评价 第一次 这家 调味 恰到好处 服务员 态度 特别 灯光 温馨 体验 非常
3329,等了一个小时才上菜，口味一般般，服务很不周到，氛围很差，太影响心情了！推荐给大家！,2,0,26,等了一个小时才上菜 口味一般般 服务很不周到 氛围很差 太影响心情了 推荐给大家,小时 上菜 口味 一般般 服务 不周到 氛围 很差 影响 心情 推荐 大家
3330,讲真，慕名而来，果然没让我失望，味道超级棒，服务很周到，音乐很好听，五星好评！推荐给大家！,5,1,25,讲真 慕名而来 果然没让我失望 味道超级棒 服务很周到 音乐很好听 五星好评 推荐给大家,讲真 慕名而来 果然 失望 味道 超级 服务 周到 音乐 好听 五星 好评 推荐 大家
3331,客观评价，朋友说好吃才来的，没想到菜很难吃，服务很不专业，座位很硬，太失望了！！,3,0,15,客观评价 朋友说好吃才来的 没想到菜很难吃 服务很不专业 座位很硬 太失望了,客观 评价 朋友 好吃 没想到 难吃 服务 专业 座位 失望
3332,慕名而来，果然没让我失望，色香味俱全，服务员态度特别好，很安静适合聊天，五星好评！,4,1,47,慕名而来 果然没让我失望 色香味俱全 服务员态度特别好 很安静适合聊天 五星好评,慕名而来 果然 失望 色香味 俱全 服务员 态度 特别 安静 适合 聊天 五星 好评
3333,讲真，第一次来这家店，招牌菜名不虚传，服务员很热情，环境很干净，体验非常好！👍,4,1,1,讲真 第一次来这家店 招牌菜名不虚传 服务员很热情 环境很干净 体验非常好,讲真 第一次 这家 招牌菜 名不虚传 服务员 热情 环境 干净 体验 非常
3334,客观评价，周末和家人来聚餐，口味很地道，上菜速度很快，很有格调，大家都很满意！！,4,1,2,客观评价 周末和家人来聚餐 口味很地道 上菜速度很快 很有格调 大家都很满意,客观 评价 周末 家人 聚餐 口味 地道 上菜 速度 很快 格调 大家 满意
3335,<p>网上评价那么好，实际菜品很粗糙，没人管，空间很小很挤，名不副实！ 不过环境还可以。！</p>,2,0,27,网上评价那么好 实际菜品很粗糙 没人管 空间很小很挤 名不副实 不过环境还可以,网上 评价 那么 实际 菜品 粗糙 没人管 空间 很小 很挤 名不副实 不过 环境 可以
3336,讲真，朋友推荐来的，色香味俱全，介绍菜品很详细，灯光很温馨，果然名不虚传！,5,1,5,讲真 朋友推荐来的 色香味俱全 介绍菜品很详细 灯光很温馨 果然名不虚传,讲真 朋友 推荐 色香味 俱全 介绍 菜品 详细 灯光 温馨 果然 名不虚传
3337,第一次来这家店，汤底很浓郁，服务员态度特别好，环境很干净，体验非常好！下次还会再来的！,4,1,9,第一次来这家店 汤底很浓郁 服务员态度特别好 环境很干净 体验非常好 下次还会再来的,第一次 这家 汤底 浓郁 服务员 态度 特别 环境 干净 体验 非常 下次 还会
3338,不得不说，公司团建选的这里，招牌菜名不虚传，介绍菜品很详细，很安静适合聊天，同事们都说好！,5,1,22,不得不说 公司团建选的这里 招牌菜名不虚传 介绍菜品很详细 很安静适合聊天 同事们都说好,不得不 公司 团建 这里 招牌菜 名不虚传 介绍 菜品 详细 安静 适合 聊天 同事 说好
3339,等了半天终于吃上，结果味道太咸了，服务员服务很不专业，环境卫生做得很差，差评！！,3,0,44,等了半天终于吃上 结果味道太咸了 服务员服务很不专业 环境卫生做得很差 差评,半天 终于 结果 味道 太咸 服务员 服务 专业 环境卫生 差评
3340,不得不说，环境看起来不错，实际食材不新鲜，服务很不专业，音乐很吵，中看不中用！！,1,0,5,不得不说 环境看起来不错 实际食材不新鲜 服务很不专业 音乐很吵 中看不中用,不得不 环境 看起来 不错 实际 食材 新鲜 服务 专业 音乐 中看 不中用
3341,等了半天终于吃上，结果菜品很粗糙，服务员服务很不周到，环境卫生做得很差，差评！！,1,0,26,等了半天终于吃上 结果菜品很粗糙 服务员服务很不周到 环境卫生做得很差 差评,半天 终于 结果 菜品 粗糙 服务员 服务 不周到 环境卫生 差评
3342,路过随便进来的，没想到各方面都不错，色香味俱全，服务很周到，卫生做得很好，意外之喜！👍,4,1,33,路过随便进来的 没想到各方面都不错 色香味俱全 服务很周到 卫生做得很好 意外之喜,路过 随便 进来 没想到 方面 不错 色香味 俱全 服务 周到 卫生 意外 之喜
3343,讲真，这家店真的太好吃了，口味很地道，服务员很热情，座位很舒服，强烈推荐！,4,1,14,讲真 这家店真的太好吃了 口味很地道 服务员很热情 座位很舒服 强烈推荐,讲真 这家 真的 好吃 口味 地道 服务员 热情 座位 舒服 强烈推荐
3344,不得不说，菜品很精致，而且上菜速度很快，空间很大，性价比很高，会再来的。,4,1,45,不得不说 菜品很精致 而且上菜速度很快 空间很大 性价比很高 会再来的,不得不 菜品 精致 而且 上菜 速度 很快 空间 很大 性价比
3345,说实话，已经是第三次来了，创意菜很有特色，上菜速度很快，很有格调，每次都有惊喜！ 就是位置不太好找。,5,1,36,说实话 已经是第三次来了 创意菜很有特色 上菜速度很快 很有格调 每次都有惊喜 就是位置不太好找,说实话 已经 第三次 创意 特色 上菜 速度 很快 格调 每次 惊喜 就是 位置 不太好
3346,讲真，今天和朋友来吃，招牌菜名不虚传，主动帮忙换骨碟，灯光很温馨，下次还来！推荐给大家！,4,1,11,讲真 今天和朋友来吃 招牌菜名不虚传 主动帮忙换骨碟 灯光很温馨 下次还来 推荐给大家,讲真 今天 朋友 招牌菜 名不虚传 主动 帮忙 换骨 灯光 温馨 下次 还来 推荐 大家
3347,环境看起来不错，实际口感很单一，服务员爱答不理，卫生做得很差，中看不中用！,3,0,30,环境看起来不错 实际口感很单一 服务员爱答不理 卫生做得很差 中看不中用,环境 看起来 不错 实际 口感 单一 服务员 爱答不理 卫生 中看 不中用
3348,周末和家人来聚餐，每道菜都很好吃，笑容很亲切，装修很有特色，大家都很满意！👍,4,1,23,周末和家人来聚餐 每道菜都很好吃 笑容很亲切 装修很有特色 大家都很满意,周末 家人 聚餐 每道菜 好吃 笑容 亲切 装修 特色 大家 满意
3349,慕名而来，果然没让我失望，招牌菜名不虚传，主动帮忙换骨碟，装修很有特色，五星好评！,5,1,17,慕名而来 果然没让我失望 招牌菜名不虚传 主动帮忙换骨碟 装修很有特色 五星好评,慕名而来 果然 失望 招牌菜 名不虚传 主动 帮忙 换骨 装修 特色 五星 好评
3350,客观评价，踩雷了，口味一般般，叫半天没人理，灯光很昏暗，不推荐大家来。👍,2,0,35,客观评价 踩雷了 口味一般般 叫半天没人理 灯光很昏暗 不推荐大家来,客观 评价 口味 一般般 半天 人理 灯光 昏暗 推荐 大家
3351,周末和家人来聚餐，食材很新鲜，有求必应，环境很干净，大家都很满意！～,4,1,48,周末和家人来聚餐 食材很新鲜 有求必应 环境很干净 大家都很满意,周末 家人 聚餐 食材 新鲜 有求必应 环境 干净 大家 满意
3352,说实话，招牌菜名不虚传，而且服务员很热情，很有格调，性价比很高，会再来的。👍,5,1,38,说实话 招牌菜名不虚传 而且服务员很热情 很有格调 性价比很高 会再来的,说实话 招牌菜 名不虚传 而且 服务员 热情 格调 性价比
3353,不得不说，等了半天终于吃上，结果招牌菜也就那样，服务员问什么都不知道，环境环境很脏，差评！！,2,0,32,不得不说 等了半天终于吃上 结果招牌菜也就那样 服务员问什么都不知道 环境环境很脏 差评,不得不 半天 终于 结果 招牌菜 那样 服务员 知道 环境 环境 很脏 差评
3354,说实话，已经是第三次来了，招牌菜名不虚传，服务员态度特别好，氛围很好，每次都有惊喜！！,4,1,5,说实话 已经是第三次来了 招牌菜名不虚传 服务员态度特别好 氛围很好 每次都有惊喜,说实话 已经 第三次 招牌菜 名不虚传 服务员 态度 特别 氛围 每次 惊喜
3355,路过随便进来的，没想到性价比超高，调味恰到好处，介绍菜品很详细，音乐很好听，意外之喜！！,4,1,50,路过随便进来的 没想到性价比超高 调味恰到好处 介绍菜品很详细 音乐很好听 意外之喜,路过 随便 进来 没想到 性价比 超高 调味 恰到好处 介绍 菜品 详细 音乐 好听 意外 之喜
3356,个人觉得，汤底很浓郁，而且主动帮忙换骨碟，灯光很温馨，性价比很高，会再来的。,5,1,23,个人觉得 汤底很浓郁 而且主动帮忙换骨碟 灯光很温馨 性价比很高 会再来的,个人 觉得 汤底 浓郁 而且 主动 帮忙 换骨 灯光 温馨 性价比
3357,朋友推荐来的，色香味俱全，响应很及时，空间很大，果然名不虚传！～,5,1,13,朋友推荐来的 色香味俱全 响应很及时 空间很大 果然名不虚传,朋友 推荐 色香味 俱全 响应 及时 空间 很大 果然 名不虚传
3358,不得不说，等了半天终于吃上，结果调味太重了，服务员叫半天没人理，环境很没格调，差评！。,1,0,42,不得不说 等了半天终于吃上 结果调味太重了 服务员叫半天没人理 环境很没格调 差评,不得不 半天 终于 结果 调味 太重 服务员 半天 人理 环境 格调 差评
3359,味道很正宗，而且服务员态度特别好，灯光很温馨，性价比很高，会再来的。,5,1,9,味道很正宗 而且服务员态度特别好 灯光很温馨 性价比很高 会再来的,味道 正宗 而且 服务员 态度 特别 灯光 温馨 性价比
3360,个人觉得，调味太重了，而且骨碟堆成山也不换，氛围很差，完全不值这个价，后悔来了。推荐给大家！,2,0,37,个人觉得 调味太重了 而且骨碟堆成山也不换 氛围很差 完全不值这个价 后悔来了 推荐给大家,个人 觉得 调味 太重 而且 骨碟 成山 不换 氛围 很差 完全 不值 后悔 推荐 大家
3362,不得不说，路过随便进来的，没想到体验超出预期，汤底很浓郁，服务员态度特别好，座位很舒服，意外之喜！。,4,1,46,不得不说 路过随便进来的 没想到体验超出预期 汤底很浓郁 服务员态度特别好 座位很舒服 意外之喜,不得不 路过 随便 进来 没想到 体验 超出 预期 汤底 浓郁 服务员 态度 特别 座位 舒服 意外 之喜
3363,说实话，第一次来这家店，味道很正宗，介绍菜品很详细，很安静适合聊天，体验非常好！,4,1,14,说实话 第一次来这家店 味道很正宗 介绍菜品很详细 很安静适合聊天 体验非常好,说实话 第一次 这家 味道 正宗 介绍 菜品 详细 安静 适合 聊天 体验 非常
3365,公司团建选的这里，菜品很精致，响应很及时，氛围很好，同事们都说好！,5,1,3,公司团建选的这里 菜品很精致 响应很及时 氛围很好 同事们都说好,公司 团建 这里 菜品 精致 响应 及时 氛围 同事 说好
3366,讲真，朋友推荐来的，分量很足，响应很及时，环境很干净，果然名不虚传！,5,1,29,讲真 朋友推荐来的 分量很足 响应很及时 环境很干净 果然名不虚传,讲真 朋友 推荐 分量 很足 响应 及时 环境 干净 果然 名不虚传
3367,个人觉得，环境看起来不错，实际菜品不新鲜，服务员爱答不理，氛围很差，中看不中用！👍,1,0,28,个人觉得 环境看起来不错 实际菜品不新鲜 服务员爱答不理 氛围很差 中看不中用,个人 觉得 环境 看起来 不错 实际 菜品 新鲜 服务员 爱答不理 氛围 很差 中看 不中用
3368,周末和家人来聚餐，创意菜很有特色，服务很周到，卫生做得很好，大家都很满意！！,5,1,2,周末和家人来聚餐 创意菜很有特色 服务很周到 卫生做得很好 大家都很满意,周末 家人 聚餐 创意 特色 服务 周到 卫生 大家 满意
3369,讲真，环境看起来不错，实际分量很少，问什么都不知道，卫生做得很差，中看不中用！。,1,0,2,讲真 环境看起来不错 实际分量很少 问什么都不知道 卫生做得很差 中看不中用,讲真 环境 看起来 不错 实际 分量 很少 知道 卫生 中看 不中用
3370,说实话，公司团建选的这里，口味很地道，主动帮忙换骨碟，空间很大，同事们都说好！下次还会再来的！,4,1,49,说实话 公司团建选的这里 口味很地道 主动帮忙换骨碟 空间很大 同事们都说好 下次还会再来的,说实话 公司 团建 这里 口味 地道 主动 帮忙 换骨 空间 很大 同事 说好 下次 还会
3371,讲真，公司团建选的这里，招牌菜名不虚传，服务员态度特别好，座位很舒服，同事们都说好！推荐给大家！,4,1,15,讲真 公司团建选的这里 招牌菜名不虚传 服务员态度特别好 座位很舒服 同事们都说好 推荐给大家,讲真 公司 团建 这里 招牌菜 名不虚传 服务员 态度 特别 座位 舒服 同事 说好 推荐 大家
3372,个人觉得，今天和朋友来吃，味道超级棒，介绍菜品很详细，卫生做得很好，下次还来！ 就是人有点多。👍,5,1,38,个人觉得 今天和朋友来吃 味道超级棒 介绍菜品很详细 卫生做得很好 下次还来 就是人有点多,个人 觉得 今天 朋友 味道 超级 介绍 菜品 详细 卫生 下次 还来 就是 有点
3373,公司团建选的这里，口感很丰富，笑容很亲切，氛围很好，同事们都说好！,4,1,29,公司团建选的这里 口感很丰富 笑容很亲切 氛围很好 同事们都说好,公司 团建 这里 口感 丰富 笑容 亲切 氛围 同事 说好
3374,已经是第三次来了，每道菜都很好吃，服务员态度特别好，灯光很温馨，每次都有惊喜！！,4,1,32,已经是第三次来了 每道菜都很好吃 服务员态度特别好 灯光很温馨 每次都有惊喜,已经 第三次 每道菜 好吃 服务员 态度 特别 灯光 温馨 每次 惊喜
3375,今天和朋友来吃，分量很足，服务很周到，很安静适合聊天，下次还来！👍,5,1,30,今天和朋友来吃 分量很足 服务很周到 很安静适合聊天 下次还来,今天 朋友 分量 很足 服务 周到 安静 适合 聊天 下次 还来
3376,不得不说，周末和家人来聚餐，每道菜都很好吃，笑容很亲切，音乐很好听，大家都很满意！,5,1,15,不得不说 周末和家人来聚餐 每道菜都很好吃 笑容很亲切 音乐很好听 大家都很满意,不得不 周末 家人 聚餐 每道菜 好吃 笑容 亲切 音乐 好听 大家 满意
3377,慕名而来，果然没让我失望，食材很新鲜，介绍菜品很详细，很安静适合聊天，五星好评！～,5,1,39,慕名而来 果然没让我失望 食材很新鲜 介绍菜品很详细 很安静适合聊天 五星好评,慕名而来 果然 失望 食材 新鲜 介绍 菜品 详细 安静 适合 聊天 五星 好评
3378,这家店太让人失望了，味道不正宗，上菜速度特别慢，卫生做得很差，再也不来了！,2,0,16,这家店太让人失望了 味道不正宗 上菜速度特别慢 卫生做得很差 再也不来了,这家 失望 味道 正宗 上菜 速度 特别 卫生 再也 不来
3379,讲真，朋友说好吃才来的，没想到创意菜很奇怪，没人管，装修很老旧，太失望了！👍,2,0,24,讲真 朋友说好吃才来的 没想到创意菜很奇怪 没人管 装修很老旧 太失望了,讲真 朋友 好吃 没想到 创意 奇怪 没人管 装修 老旧 失望
3380,说实话，周末和家人来聚餐，厨师水平很高，服务很专业，环境很干净，大家都很满意！,4,1,28,说实话 周末和家人来聚餐 厨师水平很高 服务很专业 环境很干净 大家都很满意,说实话 周末 家人 聚餐 厨师 水平 服务 专业 环境 干净 大家 满意
3381,讲真，这家店真的太好吃了，招牌菜名不虚传，介绍菜品很详细，灯光很温馨，强烈推荐！ 就是位置不太好找。～,5,1,14,讲真 这家店真的太好吃了 招牌菜名不虚传 介绍菜品很详细 灯光很温馨 强烈推荐 就是位置不太好找,讲真 这家 真的 好吃 招牌菜 名不虚传 介绍 菜品 详细 灯光 温馨 强烈推荐 就是 位置 不太好
3382,不得不说，环境看起来不错，实际招牌菜也就那样，服务员爱答不理，太吵了，中看不中用！,3,0,4,不得不说 环境看起来不错 实际招牌菜也就那样 服务员爱答不理 太吵了 中看不中用,不得不 环境 看起来 不错 实际 招牌菜 那样 服务员 爱答不理 太吵 中看 不中用
3383,朋友推荐来的，创意菜很有特色，有求必应，座位很舒服，果然名不虚传！！,4,1,44,朋友推荐来的 创意菜很有特色 有求必应 座位很舒服 果然名不虚传,朋友 推荐 创意 特色 有求必应 座位 舒服 果然 名不虚传
3384,客观评价，卖相很差，而且上菜速度特别慢，音乐很吵，完全不值这个价，后悔来了。,1,0,41,客观评价 卖相很差 而且上菜速度特别慢 音乐很吵 完全不值这个价 后悔来了,客观 评价 卖相 很差 而且 上菜 速度 特别 音乐 完全 不值 后悔
3386,踩雷了，卖相很差，服务很不专业，座位很硬，不推荐大家来。！,3,0,10,踩雷了 卖相很差 服务很不专业 座位很硬 不推荐大家来,卖相 很差 服务 专业 座位 推荐 大家
3387,路过随便进来的，没想到各方面都不错，味道超级棒，服务很周到，空间很大，意外之喜！👍,4,1,38,路过随便进来的 没想到各方面都不错 味道超级棒 服务很周到 空间很大 意外之喜,路过 随便 进来 没想到 方面 不错 味道 超级 服务 周到 空间 很大 意外 之喜
3388,讲真，今天和朋友来吃，汤底很浓郁，服务很专业，灯光很温馨，下次还来！,5,1,21,讲真 今天和朋友来吃 汤底很浓郁 服务很专业 灯光很温馨 下次还来,讲真 今天 朋友 汤底 浓郁 服务 专业 灯光 温馨 下次 还来
3389,公司团建选的这里，汤底很浓郁，服务员很热情，装修很有特色，同事们都说好！！,5,1,13,公司团建选的这里 汤底很浓郁 服务员很热情 装修很有特色 同事们都说好,公司 团建 这里 汤底 浓郁 服务员 热情 装修 特色 同事 说好
3390,讲真，口感很单一，而且服务很不周到，音乐很吵，完全不值这个价，后悔来了。,2,0,49,讲真 口感很单一 而且服务很不周到 音乐很吵 完全不值这个价 后悔来了,讲真 口感 单一 而且 服务 不周到 音乐 完全 不值 后悔
3391,客观评价，周末和家人来聚餐，食材很新鲜，介绍菜品很详细，装修很有特色，大家都很满意！,5,1,48,客观评价 周末和家人来聚餐 食材很新鲜 介绍菜品很详细 装修很有特色 大家都很满意,客观 评价 周末 家人 聚餐 食材 新鲜 介绍 菜品 详细 装修 特色 大家 满意
3392,不得不说，这家店太让人失望了，口感很单一，骨碟堆成山也不换，氛围很差，再也不来了！👍,3,0,20,不得不说 这家店太让人失望了 口感很单一 骨碟堆成山也不换 氛围很差 再也不来了,不得不 这家 失望 口感 单一 骨碟 成山 不换 氛围 很差 再也 不来
3393,这家店真的太好吃了，菜品很精致，服务很专业，卫生做得很好，强烈推荐！～,4,1,39,这家店真的太好吃了 菜品很精致 服务很专业 卫生做得很好 强烈推荐,这家 真的 好吃 菜品 精致 服务 专业 卫生 强烈推荐
3394,客观评价，踩雷了，调味太重了，问什么都不知道，空间很小很挤，不推荐大家来。！,2,0,19,客观评价 踩雷了 调味太重了 问什么都不知道 空间很小很挤 不推荐大家来,客观 评价 调味 太重 知道 空间 很小 很挤 推荐 大家
3395,今天和朋友来吃，色香味俱全，服务很周到，音乐很好听，下次还来！！,4,1,26,今天和朋友来吃 色香味俱全 服务很周到 音乐很好听 下次还来,今天 朋友 色香味 俱全 服务 周到 音乐 好听 下次 还来
3396,这家店真的太好吃了，口感很丰富，响应很及时，座位很舒服，强烈推荐！👍,5,1,42,这家店真的太好吃了 口感很丰富 响应很及时 座位很舒服 强烈推荐,这家 真的 好吃 口感 丰富 响应 及时 座位 舒服 强烈推荐
3397,这家店太让人失望了，口味一般般，上菜速度特别慢，环境很脏，再也不来了！👍,3,0,28,这家店太让人失望了 口味一般般 上菜速度特别慢 环境很脏 再也不来了,这家 失望 口味 一般般 上菜 速度 特别 环境 很脏 再也 不来
3398,讲真，慕名而来，果然没让我失望，口感很丰富，响应很及时，灯光很温馨，五星好评！,5,1,40,讲真 慕名而来 果然没让我失望 口感很丰富 响应很及时 灯光很温馨 五星好评,讲真 慕名而来 果然 失望 口感 丰富 响应 及时 灯光 温馨 五星 好评
3399,等了一个小时才上菜，招牌菜也就那样，服务很不周到，很没格调，太影响心情了！ 不过环境还可以。推荐给大家！,2,0,3,等了一个小时才上菜 招牌菜也就那样 服务很不周到 很没格调 太影响心情了 不过环境还可以 推荐给大家,小时 上菜 招牌菜 那样 服务 不周到 格调 影响 心情 不过 环境 可以 推荐 大家
3401,客观评价，路过随便进来的，没想到各方面都不错，口味很地道，服务很专业，很有格调，意外之喜！,4,1,2,客观评价 路过随便进来的 没想到各方面都不错 口味很地道 服务很专业 很有格调 意外之喜,客观 评价 路过 随便 进来 没想到 方面 不错 口味 地道 服务 专业 格调 意外 之喜
3402,说实话，已经是第三次来了，口感很丰富，服务很专业，很安静适合聊天，每次都有惊喜！,5,1,4,说实话 已经是第三次来了 口感很丰富 服务很专业 很安静适合聊天 每次都有惊喜,说实话 已经 第三次 口感 丰富 服务 专业 安静 适合 聊天 每次 惊喜
3404,这家店太让人失望了，菜品很粗糙，问什么都不知道，氛围很差，再也不来了！,3,0,23,这家店太让人失望了 菜品很粗糙 问什么都不知道 氛围很差 再也不来了,这家 失望 菜品 粗糙 知道 氛围 很差 再也 不来
3405,不得不说，这家店太让人失望了，创意菜很奇怪，骨碟堆成山也不换，音乐很吵，再也不来了！ 不过价格倒是不贵。！,2,0,50,不得不说 这家店太让人失望了 创意菜很奇怪 骨碟堆成山也不换 音乐很吵 再也不来了 不过价格倒是不贵,不得不 这家 失望 创意 奇怪 骨碟 成山 不换 音乐 再也 不来 不过 价格 不贵
3406,今天和朋友来吃，每道菜都很好吃，介绍菜品很详细，很有格调，下次还来！,5,1,36,今天和朋友来吃 每道菜都很好吃 介绍菜品很详细 很有格调 下次还来,今天 朋友 每道菜 好吃 介绍 菜品 详细 格调 下次 还来
3407,踩雷了，厨师水平一般，全程黑脸，氛围很差，不推荐大家来。 不过环境还可以。～,1,0,33,踩雷了 厨师水平一般 全程黑脸 氛围很差 不推荐大家来 不过环境还可以,厨师 水平 一般 全程 黑脸 氛围 很差 推荐 大家 不过 环境 可以
3408,网上评价那么好，实际招牌菜也就那样，上菜速度特别慢，座位很硬，名不副实！,2,0,22,网上评价那么好 实际招牌菜也就那样 上菜速度特别慢 座位很硬 名不副实,网上 评价 那么 实际 招牌菜 那样 上菜 速度 特别 座位 名不副实
3409,网上评价那么好，实际厨师水平一般，服务员态度很差，座位很硬，名不副实！。,3,0,15,网上评价那么好 实际厨师水平一般 服务员态度很差 座位很硬 名不副实,网上 评价 那么 实际 厨师 水平 一般 服务员 态度 很差 座位 名不副实
3410,不得不说，踩雷了，口味一般般，服务员态度很差，空间很小很挤，不推荐大家来。,3,0,17,不得不说 踩雷了 口味一般般 服务员态度很差 空间很小很挤 不推荐大家来,不得不 口味 一般般 服务员 态度 很差 空间 很小 很挤 推荐 大家
3411,<p>讲真，厨师水平一般，而且服务员爱答不理，卫生做得很差，完全不值这个价，后悔来了。。</p>,1,0,44,讲真 厨师水平一般 而且服务员爱答不理 卫生做得很差 完全不值这个价 后悔来了,讲真 厨师 水平 一般 而且 服务员 爱答不理 卫生 完全 不值 后悔
3412,讲真，团购来的，结果菜品很粗糙，骨碟堆成山也不换，灯光很昏暗，区别对待太明显了！,2,0,23,讲真 团购来的 结果菜品很粗糙 骨碟堆成山也不换 灯光很昏暗 区别对待太明显了,讲真 团购 结果 菜品 粗糙 骨碟 成山 不换 灯光 昏暗 区别对待 明显
3413,讲真，这家店太让人失望了，口味一般般，服务员爱答不理，环境很脏，再也不来了！,3,0,16,讲真 这家店太让人失望了 口味一般般 服务员爱答不理 环境很脏 再也不来了,讲真 这家 失望 口味 一般般 服务员 爱答不理 环境 很脏 再也 不来
3414,不得不说，环境看起来不错，实际菜品很粗糙，服务员态度很差，卫生做得很差，中看不中用！,2,0,43,不得不说 环境看起来不错 实际菜品很粗糙 服务员态度很差 卫生做得很差 中看不中用,不得不 环境 看起来 不错 实际 菜品 粗糙 服务员 态度 很差 卫生 中看 不中用
3415,已经是第三次来了，菜品很精致，上菜速度很快，灯光很温馨，每次都有惊喜！推荐给大家！,4,1,32,已经是第三次来了 菜品很精致 上菜速度很快 灯光很温馨 每次都有惊喜 推荐给大家,已经 第三次 菜品 精致 上菜 速度 很快 灯光 温馨 每次 惊喜 推荐 大家
3416,个人觉得，这家店真的太好吃了，分量很足，服务员态度特别好，座位很舒服，强烈推荐！！,5,1,31,个人觉得 这家店真的太好吃了 分量很足 服务员态度特别好 座位很舒服 强烈推荐,个人 觉得 这家 真的 好吃 分量 很足 服务员 态度 特别 座位 舒服 强烈推荐
3417,不得不说，第一次来这家店，创意菜很有特色，服务员态度特别好，环境很干净，体验非常好！👍,4,1,45,不得不说 第一次来这家店 创意菜很有特色 服务员态度特别好 环境很干净 体验非常好,不得不 第一次 这家 创意 特色 服务员 态度 特别 环境 干净 体验 非常
3418,讲真，公司团建选的这里，调味恰到好处，有求必应，座位很舒服，同事们都说好！👍,4,1,29,讲真 公司团建选的这里 调味恰到好处 有求必应 座位很舒服 同事们都说好,讲真 公司 团建 这里 调味 恰到好处 有求必应 座位 舒服 同事 说好
3419,周末和家人来聚餐，调味恰到好处，服务员态度特别好，很安静适合聊天，大家都很满意！,5,1,13,周末和家人来聚餐 调味恰到好处 服务员态度特别好 很安静适合聊天 大家都很满意,周末 家人 聚餐 调味 恰到好处 服务员 态度 特别 安静 适合 聊天 大家 满意
